id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29204250,Modern 1-Bedroom Apartment for 2 people in the heart of Dapper Market,220022863,Short Stay Group Dapper Market,,Oud-Oost,52.36476164,4.925773951,Entire home/apt,161,1,0,,,3,200
29204420,Modern 1-Bedroom Apartment Eastside,220022863,Short Stay Group Dapper Market,,Oud-Oost,52.36065728,4.929974487,Entire home/apt,139,1,0,,,3,206
29208907,Cosy Room in Premium Central District,6311579,H.K.M,,Centrum-West,52.36672181,4.890540864,Private room,85,3,6,12/4/2018,3.83,4,134
29209224,Cosy Appartment in Amsterdam-West with big Balcony,220078321,Timothyyy,,Osdorp,52.36346377,4.798480195,Entire home/apt,49,1,13,12/4/2018,6.84,2,98
29209897,Bright&Beautiful| Renovated | Luxurious| W Balcony,134257345,Loes,,De Pijp - Rivierenbuurt,52.35291248,4.891043342,Entire home/apt,149,7,0,,,1,319
29210795,Lovely spacious house with free parking,220091196,Sebastiaan,,De Aker - Nieuw Sloten,52.34300271,4.806471581,Entire home/apt,89,2,2,10/21/2018,1.15,1,17
29212801,Private studio in central located family townhouse,14970026,Ethel,,Watergraafsmeer,52.34295514,4.92189459,Private room,67,1,8,11/25/2018,7.06,1,114
29213441,Yours for the weekend :),220108542,Marco,,De Baarsjes - Oud-West,52.3648307,4.857177287,Entire home/apt,99,2,0,,,1,56
29222263,Pipowagon on wheels,711896,La Bella,,Noord-Oost,52.37951553,4.968465338,Private room,35,2,0,,,3,24
29228456,Great apartment for 4 guests with balcony!!,207083204,Evert,,Oud-Oost,52.35928368,4.91337187,Entire home/apt,125,2,6,12/2/2018,3.6,2,66
29230120,Light and modern studio in Jordaan area,94786135,Renate,,Westerpark,52.38004581,4.878465105,Entire home/apt,106,2,1,12/1/2018,1,1,3
29230730,"Lovely House, quiet neighbourhood near the centre",40008963,Ruben,,IJburg - Zeeburgereiland,52.36223201,4.974320204,Entire home/apt,100,2,1,10/28/2018,0.73,1,56
29233732,Cozy appartment near Amstel river,97544493,Marc,,Oud-Oost,52.35050492,4.912596637,Entire home/apt,175,2,2,11/4/2018,1.28,1,32
29233937,"Private studio apartment in ""The Hallen"" quarter",220235098,Pipin,,De Baarsjes - Oud-West,52.36822695,4.864946401,Entire home/apt,150,2,12,12/3/2018,9.47,1,12
29234913,Great apartment with sunshine!,1725242,Tolga,,De Pijp - Rivierenbuurt,52.34747575,4.906721976,Entire home/apt,99,10,0,,,3,179
29236471,Studio in the historical city centre,199425563,Pat,,Centrum-West,52.37486002,4.893559116,Entire home/apt,99,3,5,11/20/2018,3,1,7
29237062,Perfect Vibes | Balcony - Top Chill Spot |,65859990,Martijn,,De Pijp - Rivierenbuurt,52.35181308,4.889374601,Entire home/apt,97,2,3,11/20/2018,2.81,208,7
29251403,Small Room Herisson,29722553,Yannick,,Centrum-Oost,52.36900468,4.904964138,Private room,80,3,2,11/24/2018,2,2,128
29254505,Clean room near city center b,217442757,Cemal,,Osdorp,52.35653647,4.808231759,Private room,49,2,5,11/10/2018,3.41,5,323
29254983,Clean & cosy room in a comfortable 90m2 apartment,23950373,Thomas,,Slotervaart,52.3565209,4.827678092,Private room,69,2,4,11/9/2018,2.4,2,48
29256162,Designer loft with garden in the centre.,5825345,Pim,,De Baarsjes - Oud-West,52.37000546,4.875048378,Entire home/apt,200,2,3,11/10/2018,2.09,1,189
29256975,Private Small Cozy Place,105404474,Stefan,,Zuid,52.35305815,4.851615613,Entire home/apt,75,2,2,11/25/2018,2,1,37
29258934,"Privékamer, eigen opgang,  bijzonder pand  IJburg",44051824,Brigitte,,IJburg - Zeeburgereiland,52.36223874,4.97811526,Private room,60,2,4,11/25/2018,3.53,1,133
29259349,Clean room near city center c,217442757,Cemal,,Osdorp,52.35596907,4.809176458,Private room,49,2,3,11/25/2018,2.31,5,348
29260652,Luxurious 70m2/750 sqft apartment in quiet street,1185233,Ernst,,Oud-Oost,52.35556645,4.910428246,Entire home/apt,130,4,1,11/12/2018,1,1,23
29266723,Nice Apartment only 10 minutes from City Center,151350824,Alfons,,Oud-Noord,52.38250401,4.916826319,Entire home/apt,135,2,3,11/24/2018,2.43,1,0
29267968,The Rembrandt Apartment (City Center!),220501640,Sil,,De Pijp - Rivierenbuurt,52.35555438,4.900689124,Entire home/apt,399,2,8,11/30/2018,5.71,1,39
29268359,Big Room Herisson,29722553,Yannick,,Centrum-Oost,52.37035778,4.904095701,Private room,80,3,4,11/21/2018,2.4,2,159
29269509,Cozy and stylish flat with views to Westerpark,55708780,Dopazo,,Westerpark,52.38456249,4.870247138,Entire home/apt,150,4,2,11/8/2018,1.87,1,11
29269901,"Clean, comfortable 90m2 apartment",23950373,Thomas,,Slotervaart,52.3550204,4.828812875,Entire home/apt,139,3,1,11/26/2018,1,2,9
29271303,"Spacious, cosy family house with Christmas tree!",59142686,Femke,,Bos en Lommer,52.38093273,4.856391678,Entire home/apt,219,4,0,,,1,145
29272315,Christmas in  Cosy  Bright Big apartment by Amstel,218099270,Helene,,De Pijp - Rivierenbuurt,52.3452607,4.903940358,Entire home/apt,200,3,1,11/3/2018,0.88,2,6
29273223,Nice flat with balcony. All- in and netflix-tv,220523078,Ali,,De Baarsjes - Oud-West,52.37183664,4.849474374,Entire home/apt,99,21,0,,,1,0
29273308,Rembrandtplein View Amsterdam,220517999,Johan,,Centrum-Oost,52.36694106,4.896320084,Entire home/apt,350,2,1,11/25/2018,1,1,6
29274599,Studio in Amsterdam with beautiful canal view,96805269,Laura,,Centrum-West,52.37568829,4.878395101,Entire home/apt,108,3,1,10/27/2018,0.73,1,7
29275106,"Luxurious, brand new & spacious 5* oasis-3 storeys",9904162,Lorin,,Buitenveldert - Zuidas,52.32802469,4.862089483,Entire home/apt,250,2,2,11/10/2018,1.82,1,8
29275599,Luxurious artistic studio close to the city centre,46765146,Gerwin,,Westerpark,52.3890921,4.887898293,Entire home/apt,95,3,3,11/18/2018,2.73,2,146
29275952,Quiet holiday stay in nature Gaasperplas,66608213,Marit,,Gaasperdam - Driemond,52.30596704,4.977865487,Entire home/apt,50,20,3,11/28/2018,1.8,1,67
29276441,Amsterdam tidy room near city center 3,217442757,Cemal,,Osdorp,52.35522724,4.809356855,Private room,59,2,0,,,5,230
29277295,Charming house in very lively/central location,15039123,Leonoor,,Oostelijk Havengebied - Indische Buurt,52.36360238,4.931563473,Entire home/apt,160,2,0,,,1,14
29279075,Central Amsterdam Apartment,31291634,Menno,,De Pijp - Rivierenbuurt,52.35690232,4.889904803,Entire home/apt,149,1,5,12/2/2018,4.29,1,20
29279313,Jan Hanzenstraat 27 - 3,84743960,Marco,,De Baarsjes - Oud-West,52.36839142,4.86601638,Private room,58,3,3,12/2/2018,1.73,1,2
29279400,Spacious 4p app next to red light disctrict,220588814,Lindsay,,Centrum-Oost,52.37084471,4.900377719,Entire home/apt,250,2,3,11/3/2018,2.25,1,7
29281138,Room 10min  from the central station of Amsterdam!,110657823,Jefferson Y Alejandra,,Oud-Noord,52.40502692,4.888737237,Private room,95,2,1,11/18/2018,1,2,85
29289442,DE PIJP LUXURY 2 BEDROOM BOUTIQUE APT 7,76104209,Rated,,De Pijp - Rivierenbuurt,52.35330559,4.902272874,Entire home/apt,500,5,0,,,83,179
29290651,100 sqm apartment in Amsterdam East,6406029,Anne,,Oud-Oost,52.35238884,4.920648421,Entire home/apt,170,4,3,11/12/2018,3,1,33
29294441,Apartment Nine Streets,220684978,Matthijs,,Centrum-West,52.37102555,4.885658295,Entire home/apt,350,2,4,11/25/2018,2.61,1,65
29296304,Luxury family house in superb area Amsterdam,18472447,Nina,,Buitenveldert - Zuidas,52.34255696,4.869847386,Entire home/apt,320,2,0,,,1,25
29297036,Light Design Apartment Ams West,6053415,Matthijs,,De Baarsjes - Oud-West,52.36121667,4.855821298,Entire home/apt,140,2,5,11/26/2018,3.33,2,0
29297504,Central APT w/ WiFi + Roof Terrace @ De Pijp,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35764975,4.897784316,Entire home/apt,109,5,1,11/18/2018,1,6,14
29298781,Lovely retro room with private bathroom,2342196,Kes,,De Baarsjes - Oud-West,52.36401405,4.860316176,Private room,85,2,5,11/25/2018,3.26,1,162
29299745,Spacious riverside appartment & garden in centre,36895723,Caroline,,Centrum-Oost,52.36038781,4.903108601,Entire home/apt,200,1,7,12/2/2018,5.12,1,321
29301356,Amsterdam home with a garden,35231070,Margot,,Zuid,52.35195246,4.846657597,Entire home/apt,120,2,1,11/25/2018,1,1,21
29301527,Cosy apartment in upcoming Amsterdam North,167768480,Emma,,Noord-West,52.40085223,4.912851006,Entire home/apt,250,3,0,,,1,53
29301817,New 2 Bedroom Family Apartment in the Eastern Docklands District,220711664,Short Stay Group Eastern Docklands,,Oostelijk Havengebied - Indische Buurt,52.36807166,4.932379874,Entire home/apt,221,1,0,,,4,354
29302090,Studio for students,218294735,Bianca,,Oostelijk Havengebied - Indische Buurt,52.36271898,4.93390659,Entire home/apt,130,1,2,10/28/2018,1.13,6,73
29302172,Modern and new 1 Bedroom Wheelchair-friendly Apartment in Eastern Docklands,220711664,Short Stay Group Eastern Docklands,,Oostelijk Havengebied - Indische Buurt,52.36793068,4.932418394,Entire home/apt,225,1,0,,,4,331
29302385,New one Bedroom Apartment in the Eastern Docklands District,220711664,Short Stay Group Eastern Docklands,,Centrum-Oost,52.36808356,4.932195601,Entire home/apt,225,1,0,,,4,337
29302592,Modern and new 2 bedroom apartment in the Eastern Docklands,220711664,Short Stay Group Eastern Docklands,,Oostelijk Havengebied - Indische Buurt,52.3676639,4.932624653,Entire home/apt,225,1,1,11/22/2018,1,4,338
29302640,DE PIJP BOUTIQUE APT FOR  COMFORT SEEKING TRAVELER,76104209,Rated,,De Pijp - Rivierenbuurt,52.35173992,4.900133613,Entire home/apt,500,7,0,,,83,364
29303386,Spacious apartment with metrostop with freeparking,172145635,Dan,,Bijlmer-Oost,52.32230824,4.967795215,Entire home/apt,160,4,1,11/27/2018,1,1,110
29304751,Cozy Amsterdam Family house,6012116,Annelous,,Oud-Noord,52.39585254,4.91475652,Entire home/apt,140,2,0,,,1,66
29304841,Private studio for students,218294735,Bianca,,Oostelijk Havengebied - Indische Buurt,52.36165403,4.932392031,Entire home/apt,250,1,0,,,6,3
29305538,Apartment overlooking the Amsterdam canals,665491,Karlijn,,De Baarsjes - Oud-West,52.36723712,4.869871824,Entire home/apt,98,45,0,,,1,0
29306375,Studio met uitzicht over Amsterdam,46290094,Karin,,Bos en Lommer,52.37619434,4.845334685,Entire home/apt,98,2,1,10/27/2018,0.73,1,48
29306416,Centrally Located Comfortable New Apartment!,220763216,Eline,,Centrum-West,52.372248,4.881300889,Private room,160,3,2,11/21/2018,2,1,13
29306593,Cozy room in bright canal-side apartment,17841111,Felicity And Michael,,Bos en Lommer,52.37624102,4.849277732,Private room,94,2,2,12/2/2018,1.5,2,71
29306697,Amsterdam west baarsjes,220771740,Stefanie,,De Baarsjes - Oud-West,52.37373882,4.860595574,Entire home/apt,99,1,4,11/8/2018,2.55,1,36
29307344,Trendy apartment which will make you feel at home!,27951211,Eelke & Erwin,,De Baarsjes - Oud-West,52.37436419,4.864324807,Entire home/apt,120,1,4,12/2/2018,3,1,0
29307841,Very light apartment at Westerpark and Jordaan,74239531,Marcel,,Westerpark,52.3815486,4.873891735,Entire home/apt,120,3,4,11/29/2018,3.75,1,13
29308144,Nice appartment in upcoming neighberhood Amsterdam,220775591,Shinta,,Centrum-Oost,52.3705672,4.929757543,Entire home/apt,139,1,1,11/4/2018,0.91,1,51
29309186,4p apartment | Trendy | Good public transport,12855388,Tom,,Zuid,52.35710233,4.85206091,Entire home/apt,200,2,2,10/28/2018,1.3,1,52
29310349,Sailing Yacht in pitoresque historical area,21552532,Salvoandrea,,Oud-Noord,52.39021801,4.942348348,Private room,150,2,4,11/26/2018,2.61,1,262
29318277,Comfy apartment with garden&greenhouse,10410582,Michiel,,Oostelijk Havengebied - Indische Buurt,52.36409749,4.934368478,Entire home/apt,129,2,1,11/17/2018,1,2,68
29321992,Private room Amsterdam,13997215,Rienk,,Bos en Lommer,52.37454197,4.838578298,Private room,75,1,0,,,2,52
29322058,Private Apartment with Canal-View @ Amsterdam-West,5490364,Kurt,,De Baarsjes - Oud-West,52.3707816,4.865681825,Entire home/apt,90,1,3,11/24/2018,2.57,1,11
29322704,"Knusse, gezellige kamer met balkon",220896301,Dewi,,De Pijp - Rivierenbuurt,52.34081235,4.903228555,Private room,150,1,1,10/18/2018,0.6,1,50
29323686,Great central located apartment with comfort,14225239,Jael,,De Baarsjes - Oud-West,52.36026634,4.855071164,Entire home/apt,108,3,4,11/19/2018,3.33,1,10
29323921,Spectacular Home with Private Garden in Old South,4170370,Rachel,,Zuid,52.35104546,4.84903217,Entire home/apt,155,2,1,11/23/2018,1,1,48
29325099,ELEGANCE IN MIDDLE OF THE VIBRANT LEIDSEPLEIN AREA,76104209,Rated,,Centrum-Oost,52.36365235,4.88524487,Entire home/apt,450,7,0,,,83,364
29325625,Amazing spacious Apt  **15min to CITY CENTER**,207767260,Noah,,Slotervaart,52.34853028,4.837046904,Entire home/apt,89,1,2,11/11/2018,2,2,40
29325651,Authentic stylish appartment with a view,59877255,Ruth,,De Pijp - Rivierenbuurt,52.35718307,4.899744617,Entire home/apt,150,2,8,12/2/2018,5.22,1,20
29329273,Cozy apartment walking distance Central Station,105428670,Sara,,Oud-Noord,52.38282289,4.915043594,Entire home/apt,100,3,4,11/25/2018,2.86,1,7
29331638,Double room in an apartment close to Vondel Park,127797986,Alberto,,De Baarsjes - Oud-West,52.35894102,4.858401558,Private room,100,1,0,,,1,3
29338143,Beautiful apartment canal view Jordaan,21496034,Eduardo,,Centrum-West,52.36987282,4.877239156,Private room,150,2,0,,,1,19
29339900,Farm Fronthouse,188082999,Linda & Arjan,,IJburg - Zeeburgereiland,52.3398646,4.997682029,Entire home/apt,130,1,0,,,1,162
29346268,Serenity by the water,11966227,Shehab,,Oostelijk Havengebied - Indische Buurt,52.37619608,4.948663555,Private room,99,2,7,12/2/2018,5.38,1,155
29348017,Large Modern Apartment near Amsterdam Forest,1185852,Annie,,Buitenveldert - Zuidas,52.32676198,4.861244895,Entire home/apt,100,2,1,12/2/2018,1,1,162
29350469,Spacious family house,10116811,Maaike,,Noord-West,52.40718729,4.924641534,Entire home/apt,200,3,0,,,2,65
29350490,Green paradise for 4 in Oud-West (Amsterdam)!,2746974,Marijn,,De Baarsjes - Oud-West,52.36101082,4.867355034,Entire home/apt,599,1,0,,,1,1
29353950,Spacious and light apt in popular Amsterdam East,8338825,Anneloes,,Oostelijk Havengebied - Indische Buurt,52.36171461,4.936485928,Entire home/apt,100,2,5,12/3/2018,5,2,8
29355982,Lovely Private Room in Trendy Amsterdam-East Home,221155621,Shay,,Oostelijk Havengebied - Indische Buurt,52.36425231,4.932867458,Private room,79,2,5,11/25/2018,3.57,1,54
29362069,Charmingly-Beautiful 2 Bedroom Apartment |Balcony|,65859990,Martijn,,De Baarsjes - Oud-West,52.36358146,4.864950904,Entire home/apt,170,2,6,12/2/2018,6,208,0
29372226,"Bright, charming and new appartment",49787717,Imke,,Oostelijk Havengebied - Indische Buurt,52.36208273,4.941098873,Entire home/apt,105,3,4,12/2/2018,3.64,2,0
29379513,Stay right by Vondelpark in spacious 2-bedroom apt,7986155,Daniel,,Zuid,52.35465527,4.855245412,Entire home/apt,150,4,0,,,1,38
29380413,Apartment in the heart of Amsterdam center!!,220047674,Ismail,,Centrum-West,52.3758373,4.89392979,Entire home/apt,200,2,2,11/16/2018,1.58,1,13
29386557,Lovely Canal Apartment close to Central station,19575310,Ryan,,Centrum-West,52.37660044,4.900930581,Entire home/apt,159,2,1,11/5/2018,0.94,1,9
29389885,Cozy bright corner apartment,54610484,Annelieke,,Oud-Oost,52.3629064,4.927898108,Entire home/apt,95,2,0,,,1,22
29389947,"Ideaal gelegen, mooi appartement in Centrum Oost",5996778,Jumoke,,Centrum-Oost,52.3670525,4.93104041,Entire home/apt,80,6,0,,,1,86
29390941,Unique designer apartment in central Amsterdam,6556556,Onur,,Westerpark,52.38333315,4.87159134,Entire home/apt,179,2,0,,,1,2
29392439,Cosy apartment the Pijp,221426324,Leonardo,,De Pijp - Rivierenbuurt,52.35112615,4.89153588,Entire home/apt,120,2,4,11/25/2018,2.45,1,48
29392478,Nice studio close to city centre,146513345,Moulay,,Bos en Lommer,52.38285921,4.84854683,Entire home/apt,110,3,5,12/3/2018,3.19,1,0
29401562,Private apartment close to Amstel & Rai,175450855,Pien,,De Pijp - Rivierenbuurt,52.34268587,4.906296989,Entire home/apt,95,5,1,11/6/2018,1,2,66
29403228,Amsterdam Spacious Modern 2 Person Appartment,9482781,Nanning,,Westerpark,52.38433195,4.872804342,Entire home/apt,150,3,2,11/23/2018,2,2,184
29404381,Luxury Apartment in the Heart of the City,25253393,F. Oya,,Centrum-Oost,52.36297482,4.884469801,Entire home/apt,239,3,3,11/30/2018,3,4,4
29405408,"Light, urban jungle house in Amsterdam Westerpark",8071348,Karlijn,,Westerpark,52.38429295,4.873025487,Entire home/apt,220,4,2,11/19/2018,2,1,10
29405507,Big and bright apartment in a local neighborhood,99074277,Adrienne,,De Baarsjes - Oud-West,52.3699338,4.848888248,Entire home/apt,130,2,0,,,1,29
29407042,Monumental  Canal apartment in center,221518501,Ray,,Centrum-West,52.37635308,4.885624504,Entire home/apt,400,7,0,,,2,313
29407091,Typical dutch apartment in the heart of Jordaan,29146288,Penelope,,Centrum-West,52.37883697,4.892032955,Entire home/apt,155,1,2,11/29/2018,1.43,1,160
29407273,Modern two bedroom apartment not far from center.,4573337,Edo,,Bos en Lommer,52.37808262,4.852004111,Entire home/apt,100,3,0,,,1,0
29407363,Spacious family appartment (160 m2) with rooftop,12677835,Vincent,,Watergraafsmeer,52.35548573,4.936101831,Entire home/apt,200,3,1,11/22/2018,1,1,23
29407646,The monument city centre canal view apartment,221518501,Ray,,Centrum-West,52.37667238,4.887192305,Entire home/apt,400,7,0,,,2,348
29408175,Master Bedroom in Bright and Clean Apartment,221530245,Philip,,Osdorp,52.35648255,4.794494788,Private room,60,3,1,11/18/2018,1,1,6
29409111,Private studio in Amsterdam,49855970,Aydin,,Osdorp,52.36139348,4.798028592,Entire home/apt,90,1,5,11/25/2018,3.57,1,36
29409296,"Very light, renovated apartment!",25574832,Jasper,,De Baarsjes - Oud-West,52.36575926,4.854544405,Entire home/apt,110,2,2,12/2/2018,2,1,26
29409581,2 Bedroom apartment in Amsterdam South,142427584,Jeroen,,De Pijp - Rivierenbuurt,52.34289937,4.913214681,Entire home/apt,180,2,2,12/2/2018,2,1,5
29411108,Really nice apartment in the heart of the Pijp.,221550451,Ralph,,De Pijp - Rivierenbuurt,52.35632446,4.888734016,Entire home/apt,220,2,2,11/25/2018,2,1,0
29413653,Happy holidays in Amsterdam,221569896,Kate,,Bos en Lommer,52.38306848,4.855421143,Entire home/apt,108,1,6,12/6/2018,6,1,23
29425582,Stylish apartment with stunning view!,175310330,Darios,,De Aker - Nieuw Sloten,52.34662395,4.785387431,Entire home/apt,80,3,1,11/22/2018,1,1,11
29426130,Gorgeous very light place with a french balcony,14071035,Willem,,Oud-Oost,52.35819186,4.913625471,Entire home/apt,180,3,2,11/24/2018,2,2,6
29427169,Amsterdam near new Metro Station,90281632,Patrick,,Noord-Oost,52.40644126,4.931919084,Entire home/apt,150,5,0,,,1,174
29428540,LOVELY LIGHT MODERN APPARTEMENT IN AMSTERDAM EAST,94046127,Malu,,Oostelijk Havengebied - Indische Buurt,52.36413875,4.934796068,Entire home/apt,115,2,0,,,1,30
29428562,Studio 14 Centraal Station.,212600641,Valentina,,Centrum-West,52.37678382,4.897006458,Entire home/apt,79,2,4,12/2/2018,4,12,16
29431047,CANAL VIEW RESIDENCE,10383038,Marlene,,Centrum-West,52.37116339,4.877863062,Entire home/apt,325,3,6,11/18/2018,4.19,1,14
29434406,Sunny apartment in Amsterdam,9580780,Maria,,Oud-Oost,52.35704735,4.91906037,Entire home/apt,129,2,1,11/19/2018,1,1,8
29435883,Family house with garden Watergraafsmeer Amsterdam,24666452,Mirjam,,Watergraafsmeer,52.35194137,4.941604302,Entire home/apt,150,2,0,,,1,15
29436917,Quiet & Cozy Apartment near Vondelpark,7412215,Thor,,De Baarsjes - Oud-West,52.36182473,4.864600583,Entire home/apt,129,2,2,11/12/2018,2,1,0
29442156,Ground floor studio apartment in city centre,4542690,Marjorie,,Centrum-Oost,52.37245725,4.922842914,Entire home/apt,209,2,0,,,1,13
29444621,Great house only for Families with kids.,221792137,Javier,,De Baarsjes - Oud-West,52.35950474,4.853419571,Entire home/apt,195,3,1,10/22/2018,0.65,1,8
29445951,Cozy comfortable bedroom in Amsterdam-West,221799300,Ingrida,,Geuzenveld - Slotermeer,52.37603313,4.819378776,Private room,60,1,3,10/30/2018,1.96,1,6
29447108,Beautiful apartment close to the Jordaan,122929047,Dennis,,Westerpark,52.37888943,4.875289549,Entire home/apt,180,3,0,,,1,7
29448382,Top Floor Oud-West Apartment with canal view,17446913,Julie,,De Baarsjes - Oud-West,52.37112119,4.868140192,Entire home/apt,196,6,0,,,1,46
29450478,Trendy apartment in city centre of Amsterdam,221829480,Anneloes,,Centrum-Oost,52.36265446,4.899078813,Entire home/apt,250,7,0,,,1,109
29450885,Room in apartment in Trendy Bos and Lommer,40924389,Kim,,Bos en Lommer,52.38289879,4.848425112,Private room,60,2,2,10/24/2018,1.36,1,7
29452517,Mansion right next to VanGogh and Rijks Museum.,13144908,Johan,,Zuid,52.359742,4.882676844,Entire home/apt,400,2,0,,,2,2
29455401,1-bed room apartment in Amsterdam East,125202453,Marieke,,Oostelijk Havengebied - Indische Buurt,52.36321612,4.937861406,Entire home/apt,100,3,2,11/18/2018,2,1,0
29456503,Westerpark Residence,126900541,Daan,,Bos en Lommer,52.38427629,4.857041826,Entire home/apt,130,2,7,12/2/2018,6.36,1,43
29456931,Cozy 3bed Apartment(canal view) at edge of Jordaan,99993522,Maria,,Westerpark,52.38745891,4.882375664,Entire home/apt,495,4,0,,,1,98
29471672,"Ground floor apartment, wheelchair accessible",23920538,Patricia,,Centrum-West,52.37342072,4.879066317,Private room,234,1,0,,,1,296
29473374,"Noorderpark , Amsterdam",221818562,Inex,,Oud-Noord,52.38690587,4.926892213,Private room,50,1,0,,,1,172
29473653,Cozy private studio in De Pijp (Albertcuyp),221906817,Saima,,De Pijp - Rivierenbuurt,52.35360771,4.888777194,Private room,139,2,0,,,1,76
29475372,(2)RedLight District Smokers Friendly Studio,221999437,M,,Centrum-West,52.37378296,4.897678611,Private room,200,2,0,,,2,269
29475485,(1) RedLight District Smokers Friendly Studio,221999437,M,,Centrum-West,52.37414792,4.896034135,Private room,200,2,0,,,2,254
29476075,Loft in the Centre of Amsterdam,7543187,Marieke,,Centrum-Oost,52.37305029,4.903736934,Entire home/apt,450,3,0,,,2,56
29476965,Stylish Stay at A-Location on the Canals,62921131,Stefanie,,Centrum-West,52.36920828,4.883948878,Entire home/apt,110,1,0,,,1,22
29477413,AMAZING canal-view APT in historical centre,222012982,Jake,,Centrum-West,52.37732446,4.89526089,Entire home/apt,149,2,6,11/24/2018,4.09,1,43
29477986,B&B BOAT,14318799,Franka & Niels,,Centrum-Oost,52.36652361,4.923898807,Private room,110,2,0,,,1,258
29480289,"""I cannot stop bragging how good it is"" Apartment",65859990,Martijn,,Centrum-West,52.37308682,4.88762886,Entire home/apt,187,2,10,12/2/2018,7.69,208,2
29480938,Bright maisonette with 2 balconies in vibrant East,222037121,Nancy,,Centrum-Oost,52.36371493,4.911080504,Entire home/apt,180,3,2,11/26/2018,2,1,33
29482008,♛ Deluxe Design Apartment at the park.,1362930,Lukas & Michael,,Westerpark,52.38410418,4.87342378,Entire home/apt,160,3,0,,,1,51
29482821,All you need to call it home -  CITY CENTER,65859990,Martijn,,Westerpark,52.37624166,4.874021869,Entire home/apt,140,2,0,,,208,15
29483507,Top located stylish canalhouse in Amsterdam center,77532515,Serina,,Centrum-Oost,52.3712855,4.912653695,Entire home/apt,150,2,6,12/5/2018,6,1,30
29483788,"The Teal Retreat, quiet space & good connections",24352225,Sterre,,Bijlmer-Centrum,52.32346022,4.946281074,Private room,50,1,0,,,1,6
29486067,Huge apartment - Excellent for a group of friends!,222069547,Wilco,,De Baarsjes - Oud-West,52.36501585,4.87279053,Entire home/apt,350,3,0,,,1,17
29486240,SUNNY APT | ROOF TERRACE | 70m2,12284404,Vera,,Bos en Lommer,52.38040095,4.856678172,Entire home/apt,100,2,1,11/18/2018,1,1,4
29495207,Luxurious Canal Apartment - City Centre,23697978,Ottavio,,Centrum-Oost,52.36420508,4.891063721,Entire home/apt,175,1,0,,,1,1
29501441,Stylish and Modern Apartment in Amsterdam,222171740,Balthazar,,Zuid,52.35166049,4.85052717,Entire home/apt,249,2,1,11/4/2018,0.91,1,87
29503926,Stylish Ground Floor Apartment with Garden!,18055839,Natalie,,Zuid,52.35150252,4.85544721,Entire home/apt,129,2,0,,,1,35
29505811,Amsterdam The Blossom Room,3536551,Erica,,De Baarsjes - Oud-West,52.35853518,4.854155662,Private room,210,3,0,,,1,22
29505861,"BDA: Best Deal Amsterdam, 2 private rooms",14482491,Stephan,,Bos en Lommer,52.38221347,4.856980733,Private room,298,4,0,,,3,360
29508074,Newly renovated luxurious apartment central,46834092,Paula,,Zuid,52.34957572,4.875829215,Entire home/apt,600,1,0,,,1,63
29510512,Quiet flat nestled in the heart of the city,222228327,Lana,,Centrum-West,52.37577616,4.897949304,Entire home/apt,118,2,0,,,1,12
29513173,Studio in Amsterdam,222247948,Maik,,Osdorp,52.35262138,4.797127409,Entire home/apt,75,1,4,12/2/2018,4,1,39
29513426,Great aparment close to Vondelpark and centre,20597798,Daphne,,De Baarsjes - Oud-West,52.36205507,4.853467682,Entire home/apt,120,1,2,11/4/2018,1.5,2,13
29514373,LOVELY & COMFORTABLE APARTMENT WITH CANAL VIEW,2498889,Fahd,,De Baarsjes - Oud-West,52.36611435,4.857365463,Entire home/apt,150,4,1,11/2/2018,0.86,1,61
29515954,Homely double room in the center of De Pijp,218194949,Lisa,,De Pijp - Rivierenbuurt,52.35589845,4.899231912,Private room,89,2,1,11/18/2018,1,2,87
29528129,Beautiful apartment in Amsterdam West,33767252,Yvette,,Bos en Lommer,52.38255763,4.85506882,Entire home/apt,90,14,0,,,1,0
29528424,Private room in a Luxe Home in Amsterdam,222351419,Sue,,Centrum-Oost,52.36335335,4.89401818,Private room,76,14,0,,,1,262
29529367,Light condo outside the city center of Amsterdam,182575280,Michel,,De Aker - Nieuw Sloten,52.34928509,4.785648421,Entire home/apt,125,1,0,,,1,79
29536289,Johanna's Queendom (lovely studio in Oud-West),148085659,Johanna,,De Baarsjes - Oud-West,52.36705637,4.873327532,Entire home/apt,120,2,1,12/3/2018,1,1,0
29537105,Private Bedroom in Amsterdam,220202191,Nicola,,Osdorp,52.36477885,4.796756786,Private room,20,2,2,11/11/2018,1.82,1,7
29537702,"Cozy, Modern Apartment in the heart of Amsterdam",159335597,Bader,,Westerpark,52.3836085,4.873532468,Entire home/apt,99,2,1,11/11/2018,1,1,22
29537770,Gorgeously lit apartment in Amsterdam Oost,69752199,Sandi,,Watergraafsmeer,52.35359909,4.950792039,Private room,65,3,0,,,1,8
29557720,Super stay for 2p in the heart of East Amsterdam!,107745142,Oscar,,Oostelijk Havengebied - Indische Buurt,52.3589467,4.935101188,Entire home/apt,79,2,4,11/25/2018,4,27,66
29558336,Well-designed quiet flat within Zuidas and forest!,222537442,Pascal,,Buitenveldert - Zuidas,52.33000448,4.870371219,Entire home/apt,110,2,0,,,1,72
